DonorPostalCode,DonorAge,GenderIdentity,IsAlumnusFlag,IsParentFlag,HasInvolvementFlag,WealthRating,PreferredAddressType,HasEmailFlag,ConsecutiveDonorYears,LastFiscalYearDonation,Donation2FiscalYearsAgo,Donation3FiscalYearsAgo,Donation4FiscalYearsAgo,Donation5FiscalYearsAgo,CurrentFiscalYearDonation,CumulativeDonationAmount,DonorIndicatorFlag.
74840,42,Male,1,0,0,Unknown,Unknown,0,0,120,0,0,0,0,0,300,1
97620,57,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,40,1
90265,96,Male,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
19372,75,Female,1,0,0,Unknown,HOME,1,0,0,0,0,0,0,0,0,0
90265,42,Male,0,0,0,"$1-$24,999",HOME,0,15,0,0,0,0,0,0,8850,1
25076,42,Female,0,0,0,Unknown,HOME,0,2,0,0,0,0,0,0,145,1
53050,63,Female,1,0,0,Unknown,HOME,1,0,0,0,0,0,0,0,0,0
18060,41,Male,1,0,1,Unknown,HOME,1,3,0,0,0,0,0,0,220,1
25432,42,Male,0,0,0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0
12192,30,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,40,1
68824,42,Female,0,0,0,Unknown,HOME,0,0,0,0,0,95,0,0,95,1
Unknown,29,Male,1,0,1,Unknown,Unknown,1,0,0,0,0,0,0,0,0,0
90265,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,100,100,1
Unknown,72,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
18702,29,Female,1,0,0,Unknown,CAMP,1,0,0,0,0,0,0,110,110,1
Unknown,52,Male,1,0,1,Unknown,HOME,1,4,0,0,300,500,0,0,800,1
Unknown,42,Male,0,0,0,Unknown,Unknown,0,1,0,251,1,50,0,0,870,1
71418,42,Unknown,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
75222,56,Male,1,0,1,Unknown,Unknown,1,0,0,0,0,0,0,0,0,0
71846,42,Male,0,0,0,Unknown,Unknown,0,0,0,0,0,0,0,200,200,1
Unknown,34,Female,0,0,0,Unknown,HOME,1,0,0,0,0,0,0,0,5,1
5857,32,Female,0,0,0,Unknown,HOME,1,0,0,0,0,0,0,120,120,1
49083,74,Male,0,0,0,"$25,000-$49,999",HOME,0,0,0,0,0,0,0,0,0,0
95137,53,Male,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
46816,42,Female,0,1,0,Unknown,HOME,1,0,0,0,0,0,0,0,0,0
29133,51,Male,1,0,0,Unknown,HOME,1,1,0,0,0,0,0,0,0,0
Unknown,36,Female,1,0,1,Unknown,HOME,1,1,0,0,1,0,0,0,95,1
93308,50,Male,0,0,0,Unknown,HOME,0,0,0,0,0,151,0,0,151,1
6838,42,Female,0,0,0,"$25,000-$49,999",HOME,0,0,0,0,0,0,0,0,84,1
5825,32,Male,1,0,0,Unknown,HOME,1,0,0,0,0,0,0,0,0,0
Unknown,42,Female,0,1,0,Unknown,HOME,0,0,0,0,0,0,0,0,100,1
43828,42,Male,0,0,0,"$50,000-$99,999",BUSN,1,0,200,0,0,0,0,0,200,1
23970,42,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,120,1
54016,42,Female,0,0,0,Unknown,HOME,0,3,0,0,0,0,0,0,20,1
86038,42,Female,0,0,1,Unknown,HOME,0,1,0,0,0,0,0,0,144,1
70559,35,Male,1,0,1,Unknown,Unknown,1,0,0,0,0,0,0,0,0,0
10514,23,Male,0,0,0,Unknown,CAMP,1,0,0,0,0,0,0,0,0,0
90265,42,Male,0,0,0,Unknown,HOME,0,4,0,0,0,0,660,0,660,1
Unknown,32,Female,1,0,1,Unknown,HOME,1,0,0,0,0,0,0,0,50,1
6467,42,Female,1,0,1,Unknown,HOME,1,4,0,0,0,0,0,0,0,0
Unknown,42,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
31004,42,Male,0,0,0,Unknown,HOME,0,1,0,0,1,0,0,0,536,1
90265,42,Male,1,0,0,Unknown,BUSN,1,1,0,0,0,0,0,0,0,0
13632,42,Female,0,0,0,Unknown,HOME,0,4,0,0,0,0,10,0,10,1
53033,42,Female,1,0,1,Unknown,HOME,1,6,0,0,0,0,0,0,105,1
49705,27,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
56458,42,Male,0,0,0,Unknown,HOME,0,2,0,0,0,0,0,36,36,1
90265,42,Male,0,0,0,Unknown,HOME,0,5,0,0,0,0,70,0,70,1
Unknown,42,Female,0,0,0,Unknown,Unknown,0,1,0,0,0,0,0,0,0,0
90265,25,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,25,1
25625,42,Male,0,0,0,Unknown,Unknown,0,1,0,0,0,0,0,0,10,1
90265,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,100,1
60001,27,Female,0,0,0,Unknown,HOME,0,0,40,0,0,0,0,0,40,1
79854,42,Female,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,175,1
48242,57,Male,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
27237,42,Male,0,1,0,Unknown,HOME,0,0,0,0,0,0,0,50,2000,1
6013,42,Male,1,0,0,Unknown,Unknown,0,0,0,0,0,0,0,0,479,1
59798,31,Male,1,0,1,Unknown,HOME,1,0,0,0,0,0,0,0,0,0
58771,33,Male,1,0,1,Unknown,HOME,1,0,0,0,0,0,0,0,51,1
37779,42,Male,0,0,1,Unknown,HOME,0,6,0,0,0,0,50,0,50,1
37042,42,Female,0,0,1,Unknown,HOME,0,3,0,0,175,0,300,0,475,1
Unknown,42,Female,1,0,0,Unknown,Unknown,0,0,0,0,0,0,0,0,550,1
90265,30,Female,1,0,1,Unknown,HOME,1,3,40,0,0,0,0,0,40,1
35292,42,Female,0,0,1,Unknown,BUSN,0,0,0,0,0,0,0,0,1000,1
27217,42,Male,0,1,0,Unknown,HOME,0,0,0,0,0,0,8,0,100,1
36445,26,Female,1,0,0,Unknown,HOME,1,0,0,0,0,150,0,0,150,1
35053,62,Female,0,0,0,"$50,000-$99,999",HOME,0,0,40,0,0,0,0,50,90,1
33659,27,Female,0,0,0,"$25,000-$49,999",HOME,0,0,0,0,0,0,0,0,500,1
74701,25,Male,0,0,0,Unknown,CAMP,1,1,0,0,0,0,0,0,0,0
6993,38,Male,1,0,1,Unknown,HOME,0,2,0,0,145,0,0,0,145,1
90265,48,Female,0,0,0,Unknown,HOME,1,0,0,0,0,0,0,0,0,0
17093,42,Female,0,0,1,Unknown,HOME,0,6,0,0,0,0,0,0,16,1
Unknown,53,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,115,1
39110,42,Male,0,0,0,Unknown,HOME,0,5,0,0,0,0,240,0,240,1
78289,42,Female,0,0,0,Unknown,HOME,1,0,0,0,0,0,0,0,0,0
2735,42,Male,0,0,0,Unknown,HOME,0,2,0,0,0,0,0,0,39,1
66777,42,Female,0,0,1,Unknown,HOME,0,3,0,50,0,0,75,0,125,1
23465,42,Male,1,1,0,Unknown,HOME,1,2,0,1,0,0,0,0,1,1
72686,42,Male,0,0,0,Unknown,HOME,0,2,0,0,0,0,0,0,0,0
90265,42,Female,1,0,0,Unknown,Unknown,0,0,0,0,0,0,0,0,4,1
18968,42,Female,1,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
Unknown,42,Female,1,0,1,Unknown,HOME,1,0,0,0,0,0,0,0,0,0
Unknown,42,Male,0,0,0,Unknown,HOME,1,0,0,0,0,0,0,0,140,1
71330,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,0,0
30507,52,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
6359,42,Uknown,0,0,0,Unknown,HOME,0,2,0,0,0,0,0,0,0,0
85097,42,Male,0,0,0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0
32067,42,Male,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,750,1
16239,48,Female,1,0,0,"$250,000-$499,999",HOME,1,0,0,0,0,0,0,0,0,0
13153,76,Male,1,0,1,Unknown,Unknown,1,1,0,0,0,0,0,0,0,0
36612,42,Male,0,0,1,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
18425,42,Female,0,0,0,Unknown,HOME,0,1,0,0,0,0,100,0,100,1
15864,42,Female,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,45,1
21862,42,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
67852,66,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
72935,42,Female,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,0,0
19056,42,Male,0,1,0,Unknown,HOME,1,0,0,0,0,0,0,0,120,1
37725,42,Female,1,0,0,Unknown,HOME,1,0,0,0,0,0,0,0,250,1
90265,42,Female,0,0,0,Unknown,HOME,0,1,0,150,0,0,0,0,245,1
61451,25,Male,1,0,1,Unknown,HOME,1,0,53,0,0,0,0,0,53,1
15142,42,Female,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,0,0
15638,42,Uknown,0,0,1,Unknown,HOME,0,0,0,0,0,0,0,132,132,1
53159,42,Uknown,0,0,1,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
Unknown,39,Female,0,0,0,Unknown,HOME,0,0,200,0,0,0,0,0,200,1
90265,43,Female,1,0,1,Unknown,HOME,1,1,0,0,0,0,0,0,60,1
46604,42,Male,1,0,1,"$100,000-$249,999",HOME,1,9,20,0,0,0,0,0,20690,1
28223,76,Male,1,0,0,"$50,000-$99,999",HOME,1,1,0,0,0,0,0,1,1,1
49020,42,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
54976,42,Male,0,0,1,Unknown,Unknown,0,3,0,0,0,0,96,25,121,1
53205,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,5,1
Unknown,32,Female,0,0,0,Unknown,HOME,0,0,10,0,0,0,0,0,10,1
Unknown,42,Female,0,0,0,"$1-$24,999",HOME,0,1,0,0,0,0,0,0,0,0
96142,34,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
28212,21,Female,0,0,0,Unknown,HOME,0,0,0,1,0,0,0,0,80,1
84521,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,0,0
73771,42,Male,0,0,0,Unknown,HOME,0,6,0,0,0,0,0,0,0,0
76520,42,Male,0,0,0,Unknown,BUSN,0,0,0,0,0,0,0,0,0,0
90265,42,Male,0,0,0,Unknown,HOME,0,3,0,0,0,0,0,0,0,0
54487,42,Female,0,0,1,Unknown,HOME,0,1,0,0,0,0,0,0,1335,1
90265,42,Male,0,0,0,Unknown,HOME,1,0,0,0,0,0,0,0,0,0
6246,42,Male,0,0,0,"$100,000-$249,999",HOME,0,15,0,25000,10750,12890,27362,0,194297,1
15056,42,Male,0,1,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
91381,75,Male,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,75,1
Unknown,23,Male,1,0,0,Unknown,HOME,1,0,0,0,0,0,0,0,2,1
14844,53,Female,1,0,0,Unknown,BUSN,1,0,0,0,0,0,0,0,1,1
90265,82,Female,0,0,0,Unknown,HOME,0,0,25,0,0,0,0,0,25,1
16876,45,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
49689,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,0,0
14062,57,Female,1,0,1,Unknown,HOME,1,20,0,0,0,0,0,0,1994,1
Unknown,54,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,300,1
57370,42,Male,1,0,0,"$50,000-$99,999",Unknown,1,0,50,0,0,100,0,0,150,1
90094,80,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,50,1
1033,42,Female,1,0,0,Unknown,Unknown,0,1,0,0,0,0,0,50,50,1
83278,63,Male,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,50,61,1
90265,42,Female,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,0,0
4852,42,Female,0,0,0,Unknown,HOME,1,1,0,0,0,0,0,0,60,1
665,34,Male,1,0,1,"$50,000-$99,999",HOME,1,1,0,0,0,0,0,0,0,0
90265,42,Male,0,0,1,Unknown,HOME,0,1,0,0,0,0,0,0,140,1
75880,42,Unknown,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,84,1
20447,35,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,30,1
28377,42,Male,0,1,1,"$250,000-$499,999",HOME,1,3,0,0,0,0,100,0,100,1
37133,42,Male,0,0,1,Unknown,HOME,0,2,0,0,0,0,50,0,50,1
99513,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,3875,1
97127,31,Male,1,0,1,Unknown,HOME,1,0,0,0,0,0,0,0,35,1
98025,44,Male,1,0,0,Unknown,HOME,0,0,0,0,0,50,0,0,50,1
58731,28,Male,1,0,1,Unknown,HOME,1,0,0,0,0,0,0,0,410,1
28270,42,Male,0,0,0,Unknown,HOME,0,7,0,0,0,0,0,0,0,0
16861,42,Male,0,1,0,Unknown,HOME,0,0,0,0,0,0,0,0,50,1
83348,24,Male,0,0,0,Unknown,HOME,1,0,0,600,2500,0,0,0,3100,1
Unknown,42,Female,0,0,0,Unknown,Unknown,0,0,0,0,0,0,0,0,10,1
50057,53,Male,1,0,1,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
58448,42,Female,1,0,0,Unknown,Unknown,1,0,0,0,0,0,0,0,0,0
Unknown,41,Male,1,0,1,Unknown,HOME,1,0,0,0,0,0,0,0,0,0
90265,42,Female,0,1,0,Unknown,HOME,1,0,0,0,0,0,0,0,100,1
90265,42,Uknown,0,0,1,Unknown,Unknown,0,0,0,120,200,0,0,0,320,1
24515,42,Female,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,0,0
38040,42,Male,0,0,0,Unknown,HOME,0,2,0,0,0,0,0,0,45,1
66834,42,Female,0,0,0,Unknown,HOME,0,4,0,0,0,0,0,0,15,1
93246,36,Male,1,0,1,Unknown,HOME,1,2,120,0,0,0,0,0,180,1
59212,19,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
73736,39,Female,1,0,1,Unknown,HOME,1,0,3000,5500,0,0,0,0,8500,1
4841,44,Male,1,0,1,Unknown,HOME,1,1,0,0,0,0,0,0,100,1
13160,42,Male,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,125,1
49918,42,Female,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,50,1
90265,42,Female,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,225,1
17824,47,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
75565,42,Female,1,0,0,Unknown,HOME,0,0,1,0,0,95,0,240,336,1
92619,37,Male,1,0,1,Unknown,HOME,1,2,0,0,0,0,0,0,0,0
2777,42,Female,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,15,1
Unknown,64,Male,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,65,1
72856,58,Male,0,0,0,Unknown,HOME,1,1,0,0,0,0,0,0,0,0
43465,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,204,1
90265,42,Female,0,0,0,Unknown,HOME,0,2,3000,10000,1000,0,0,0,14000,1
93725,27,Female,1,0,1,Unknown,HOME,1,2,0,0,0,0,0,0,0,0
49880,42,Female,0,0,0,Unknown,BUSN,0,1,0,0,0,0,0,0,0,0
90265,42,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
Unknown,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,0,0
35902,42,Male,0,0,0,Unknown,Unknown,0,0,0,0,0,0,0,0,180,1
90265,62,Male,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
6423,21,Male,0,0,0,Unknown,HOME,1,1,0,0,0,0,0,0,20,1
33568,53,Female,0,0,0,"$1-$24,999",HOME,0,0,0,200,160,0,0,0,360,1
14427,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,75,1
15012,59,Male,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
37133,72,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,100,1
15535,40,Male,1,0,1,Unknown,HOME,1,1,0,0,0,0,0,0,480,1
72631,46,Uknown,1,0,0,Unknown,HOME,0,0,0,0,0,0,0,25,25,1
90265,42,Female,0,0,1,Unknown,BUSN,0,8,120,0,0,0,0,0,3388,1
78112,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,892,1
18085,7,Male,0,0,0,Unknown,HOME,0,0,0,125,200,0,0,3000,3325,1
Unknown,25,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
36322,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,0,0
Unknown,85,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
50102,42,Female,0,1,0,Unknown,HOME,1,0,0,0,0,0,0,0,25,1
68452,42,Male,1,0,0,Unknown,Unknown,0,1,0,0,20,0,0,0,20,1
10703,37,Male,0,0,0,Unknown,HOME,1,0,0,0,0,0,0,0,10,1
64196,84,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,134,1
68111,42,Male,1,0,0,Unknown,HOME,0,1,0,0,101,0,0,0,101,1
15687,42,Male,0,0,1,Unknown,HOME,1,2,0,0,0,0,0,0,0,0
87565,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,0,0
39479,25,Unknown,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
Unknown,42,Male,0,1,0,"$100,000-$249,999",HOME,0,0,90,0,0,0,0,0,1850,1
Unknown,50,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
64730,42,Male,0,1,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
95973,46,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,60,1
79698,42,Female,0,0,1,Unknown,BUSN,0,0,0,0,0,0,0,0,15,1
Unknown,42,Male,0,0,1,Unknown,HOME,1,4,0,120,0,0,0,0,120,1
44140,42,Male,0,0,0,Unknown,Unknown,0,2,0,0,0,0,0,0,0,0
9316,42,Male,0,0,0,"$25,000-$49,999",HOME,0,0,0,0,0,0,0,0,0,0
8850,42,Female,0,0,0,Unknown,HOME,0,1,0,0,0,36,0,0,36,1
38132,42,Female,0,0,0,Unknown,HOME,0,1,0,0,1000,100,0,0,1100,1
36608,42,Male,0,0,0,"$25,000-$49,999",HOME,0,1,0,0,0,0,0,0,0,0
98587,32,Female,1,0,1,Unknown,HOME,1,1,0,0,0,0,0,0,20,1
49654,42,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,3,1
59538,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,1,1
82923,42,Female,0,0,0,Unknown,Unknown,0,0,0,0,0,0,0,0,101,1
Unknown,42,Female,0,0,0,Unknown,Unknown,0,1,0,0,0,0,0,0,0,0
8604,38,Male,1,0,1,Unknown,HOME,1,0,0,0,0,0,0,100,100,1
71404,42,Male,0,0,0,"$100,000-$249,999",HOME,0,1,0,165,0,0,200,0,365,1
5852,42,Male,0,0,1,"$25,000-$49,999",OTR,0,18,0,0,0,0,144,0,1804,1
61878,42,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
90265,42,Unknown,0,0,0,Unknown,HOME,1,1,0,0,0,0,0,0,0,0
90265,42,Female,0,0,0,Unknown,Unknown,0,0,0,0,0,0,0,0,500,1
12138,42,Female,0,0,0,Unknown,HOME,0,3,0,0,0,20,0,0,20,1
90265,33,Female,1,0,1,Unknown,HOME,1,1,0,0,0,0,0,0,20,1
7657,44,Male,1,0,1,"$1-$24,999",Unknown,1,0,0,0,0,0,0,0,100,1
39337,41,Female,1,0,0,Unknown,HOME,1,1,0,0,0,0,0,0,0,0
90265,42,Female,0,0,0,Unknown,HOME,0,2,0,0,0,0,120,0,120,1
57317,42,Male,1,0,0,Unknown,Unknown,0,0,0,0,0,20,0,0,20,1
90057,42,Female,0,0,0,Unknown,HOME,0,1,0,51,0,0,0,0,51,1
95962,42,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,135,1
90265,23,Male,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
92708,42,Male,0,0,0,Unknown,HOME,0,3,0,0,0,0,500,0,500,1
Unknown,42,Female,0,0,0,Unknown,HOME,1,2,0,0,0,0,0,0,997,1
27505,42,Female,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,100,1
14863,42,Female,0,0,0,Unknown,HOME,0,2,0,0,35,0,0,0,180,1
6762,42,Male,0,0,0,"$50,000-$99,999",HOME,0,0,25,180,310,880,0,0,1395,1
62421,42,Uknown,0,0,1,"$50,000-$99,999",Unknown,1,0,0,0,0,0,0,0,65,1
Unknown,42,Unknown,0,1,0,Unknown,HOME,1,0,0,0,0,0,0,0,550,1
63935,54,Male,0,0,0,Unknown,HOME,1,0,0,0,0,0,0,0,25,1
46604,42,Female,0,0,0,Unknown,Unknown,1,0,0,0,0,0,0,0,0,0
64035,64,Male,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,1,1
90265,42,Male,0,0,0,Unknown,HOME,1,0,0,0,0,0,0,0,164,1
40517,42,Female,1,0,0,Unknown,Unknown,0,0,0,0,0,0,0,0,50,1
90265,57,Male,1,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
13651,42,Female,0,0,0,Unknown,Unknown,0,0,0,0,0,0,0,0,125,1
Unknown,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,1,1,1
33911,42,Female,0,0,1,Unknown,HOME,1,4,0,0,0,0,0,0,0,0
39666,19,Female,0,0,1,Unknown,HOME,1,0,0,0,0,0,0,0,0,0
Unknown,41,Male,1,0,1,Unknown,Unknown,1,0,0,0,0,0,0,0,0,0
37690,42,Male,0,1,0,"$1,000,000-$2,499,999",HOME,1,0,0,0,0,0,0,0,50,1
95465,58,Male,1,0,0,Unknown,Unknown,1,0,0,0,0,0,0,0,0,0
62006,42,Male,0,1,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
38563,62,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,20,1
80004,42,Female,0,0,1,Unknown,HOME,0,4,0,0,0,0,0,0,0,0
23954,70,Male,0,0,1,"$100,000-$249,999",HOME,1,8,0,0,0,0,500,0,4135,1
78140,42,Female,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,0,0
55414,28,Female,0,0,0,Unknown,CAMP,1,0,0,0,0,0,0,0,0,0
95137,26,Male,0,0,1,Unknown,HOME,0,0,0,225,0,0,0,0,225,1
51631,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,0,0
66226,42,Female,0,0,0,Unknown,BUSN,0,1,0,0,0,0,0,0,65,1
30206,35,Female,1,0,1,Unknown,BUSN,1,0,0,0,0,0,105,0,975,1
90265,42,Male,0,0,0,Unknown,HOME,0,3,0,0,0,0,0,0,0,0
38647,30,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
17042,53,Male,0,1,1,Unknown,HOME,1,0,25,0,0,0,0,0,25,1
Unknown,42,Female,1,0,0,Unknown,HOME,0,0,0,75,200,300,0,0,575,1
4841,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,200,1
17738,55,Female,1,0,0,Unknown,HOME,1,3,0,0,0,0,0,0,0,0
90265,46,Male,1,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
18711,42,Male,0,1,0,Unknown,HOME,1,0,0,0,0,0,0,0,15,1
53576,22,Female,0,0,0,Unknown,HOME,1,0,0,0,0,0,0,0,0,0
16331,42,Male,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
16407,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,35,1
90265,42,Male,0,0,0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0
29604,42,Male,1,0,0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0
18435,42,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
47223,78,Female,0,0,0,Unknown,HOME,0,0,0,0,0,25,0,0,25,1
17824,42,Male,0,0,0,Unknown,HOME,0,2,0,0,0,0,0,0,0,0
3467,42,Male,0,0,1,Unknown,HOME,1,3,0,0,0,0,0,0,1650,1
25186,46,Male,1,0,0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0
15060,42,Female,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,0,0
75164,57,Male,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,25,1
31337,42,Female,0,0,0,"$250,000-$499,999",HOME,0,1,0,0,0,0,0,0,0,0
976,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,0,0
61766,92,Male,1,0,1,"$100,000-$249,999",HOME,1,7,0,0,1,0,300,0,301,1
97268,25,Female,1,0,1,Unknown,HOME,1,1,0,0,0,50,10,0,60,1
12067,42,Female,0,1,0,Unknown,HOME,0,0,0,100,1,0,0,0,101,1
58030,30,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
90265,21,Female,0,0,1,Unknown,HOME,1,0,0,0,0,0,0,0,0,0
Unknown,42,Male,1,0,0,Unknown,Unknown,0,0,35,0,0,0,0,0,35,1
84655,42,Female,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,15,1
90265,42,Male,0,0,0,Unknown,Unknown,1,0,0,0,0,0,0,0,1,1
36445,42,Female,0,0,1,Unknown,Unknown,0,5,0,45,1000,208,0,0,1253,1
81248,42,Female,1,0,0,Unknown,HOME,1,0,0,0,0,0,0,0,0,0
19535,42,Female,0,1,0,Unknown,HOME,1,0,0,0,0,0,0,0,0,0
90265,42,Male,0,0,0,Unknown,BUSN,0,0,0,0,0,0,0,0,150,1
33196,67,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,25,1
68054,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,25,1
54028,42,Female,0,0,0,"$1,000,000-$2,499,999",HOME,0,8,0,0,0,0,15,0,826,1
59538,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,0,0
16637,80,Male,1,0,1,Unknown,HOME,1,18,0,0,0,0,0,0,647,1
61242,42,Male,0,1,0,Unknown,HOME,0,0,0,0,0,0,0,0,50,1
24219,42,Unknown,0,0,0,Unknown,HOME,0,2,0,0,0,0,0,75,75,1
21857,31,Male,0,0,0,Unknown,HOME,1,1,400,0,0,0,0,150,550,1
36605,42,Male,0,0,0,Unknown,HOME,1,1,0,0,20,0,0,0,20,1
90265,42,Female,0,0,0,Unknown,HOME,0,4,0,0,0,0,0,0,0,0
55082,42,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,200,1
Unknown,61,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
90265,42,Uknown,0,0,0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0
90265,59,Female,0,0,0,Unknown,HOME,1,0,50,0,0,0,0,0,14966,1
83824,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,600,1
90265,42,Uknown,0,0,1,Unknown,Unknown,0,0,90,0,0,0,0,0,90,1
90265,42,Male,0,0,1,Unknown,HOME,0,1,0,0,0,0,0,0,0,0
